0.000000000000000000e+00,2.056998253985105123e+02
1.000000000000000000e+00,7.342761273041935510e+01
1.000000000000000000e+01,5.228320064317166782e+01
2.000000000000000000e+01,4.143606888841240732e+01
3.000000000000000000e+01,3.892662122494122912e+01
4.000000000000000000e+01,3.003271046155328605e+01
5.000000000000000000e+01,2.764375098491347416e+01
6.000000000000000000e+01,2.490295973725601186e+01
7.000000000000000000e+01,2.610261357247745906e+01
8.000000000000000000e+01,2.229053604377221376e+01
9.000000000000000000e+01,2.204570212016468034e+01
1.000000000000000000e+02,2.563910751817732248e+01
1.100000000000000000e+02,2.649759228085279616e+01
1.200000000000000000e+02,2.774553494476576532e+01
1.300000000000000000e+02,2.534885815269767306e+01
1.400000000000000000e+02,2.276806741923129351e+01
1.500000000000000000e+02,3.105160164173300075e+01
1.600000000000000000e+02,2.307513423921829343e+01
1.700000000000000000e+02,2.782380498091845311e+01
1.800000000000000000e+02,2.537576483421849005e+01
1.900000000000000000e+02,2.509967171831836907e+01
2.000000000000000000e+02,2.277015701226530098e+01
2.100000000000000000e+02,2.322576852157214233e+01
2.200000000000000000e+02,2.159314950367313557e+01
2.300000000000000000e+02,2.137020678215315073e+01
2.400000000000000000e+02,2.135457607754893417e+01
2.500000000000000000e+02,2.367329711658380731e+01
2.600000000000000000e+02,2.190309838037223500e+01
2.700000000000000000e+02,2.184087786733022085e+01
2.800000000000000000e+02,1.986034745184670314e+01
2.900000000000000000e+02,2.262714815344564911e+01
3.000000000000000000e+02,1.843516038095402365e+01
3.100000000000000000e+02,2.128779759747135358e+01
3.200000000000000000e+02,2.283422389577610900e+01
3.300000000000000000e+02,2.129564878981766896e+01
3.400000000000000000e+02,2.436915656093703575e+01
3.500000000000000000e+02,2.230144708366765371e+01
3.600000000000000000e+02,2.172638208098516088e+01
3.700000000000000000e+02,2.090663131232240346e+01
3.800000000000000000e+02,2.256969470651278087e+01
3.900000000000000000e+02,2.220073151492398011e+01
4.000000000000000000e+02,2.121285317022545769e+01
4.100000000000000000e+02,2.820152781310266477e+01
4.200000000000000000e+02,2.247298171101152064e+01
4.300000000000000000e+02,2.221413884594915089e+01
4.400000000000000000e+02,2.061508844985604938e+01
4.500000000000000000e+02,2.292130593605650901e+01
4.600000000000000000e+02,2.134087018802914670e+01
4.700000000000000000e+02,2.291119163310240125e+01
4.800000000000000000e+02,2.502453882779665406e+01
4.900000000000000000e+02,2.379252279926007674e+01
5.000000000000000000e+02,2.482884638958519830e+01
5.100000000000000000e+02,2.323077638951452784e+01
5.200000000000000000e+02,2.594297492081475909e+01
5.300000000000000000e+02,2.307967544995219455e+01
5.400000000000000000e+02,2.394634179291927722e+01
5.500000000000000000e+02,2.612229941707233394e+01
5.600000000000000000e+02,2.475812930389493260e+01
5.700000000000000000e+02,2.431694398468628648e+01
5.800000000000000000e+02,2.626226097217948663e+01
5.900000000000000000e+02,2.497536456004978334e+01
6.000000000000000000e+02,2.536078929731105802e+01
6.100000000000000000e+02,2.442168644422803325e+01
6.200000000000000000e+02,2.434050816936006356e+01
6.300000000000000000e+02,2.722808367582852895e+01
6.400000000000000000e+02,2.406324930344262114e+01
6.500000000000000000e+02,2.536822523568461563e+01
6.600000000000000000e+02,2.531302963638252379e+01
6.700000000000000000e+02,2.831066769562092134e+01
6.800000000000000000e+02,2.660039095628275874e+01
6.900000000000000000e+02,2.575844036454088837e+01
7.000000000000000000e+02,2.682510298212359245e+01
7.100000000000000000e+02,2.685147257008000210e+01
7.200000000000000000e+02,2.880865521812466312e+01
7.300000000000000000e+02,2.876705957376139366e+01
7.400000000000000000e+02,2.839760435512345182e+01
7.500000000000000000e+02,2.545916427772785795e+01
7.600000000000000000e+02,2.802250971361608123e+01
7.700000000000000000e+02,2.417572285208873950e+01
7.800000000000000000e+02,2.875950194647445812e+01
7.900000000000000000e+02,2.771504519125022981e+01
8.000000000000000000e+02,3.521301696398014514e+01
8.100000000000000000e+02,2.698067807955315089e+01
8.200000000000000000e+02,2.615773054696330391e+01
8.300000000000000000e+02,2.610866585286969865e+01
8.400000000000000000e+02,2.379609652273916964e+01
8.500000000000000000e+02,2.716513566910770905e+01
8.600000000000000000e+02,2.507701372639845516e+01
8.700000000000000000e+02,2.487824569718589629e+01
8.800000000000000000e+02,2.378020107973776121e+01
8.900000000000000000e+02,3.073551153712556072e+01
9.000000000000000000e+02,2.450320083068150012e+01
9.100000000000000000e+02,2.792661095450136344e+01
9.200000000000000000e+02,4.494628477956764812e+01
9.300000000000000000e+02,2.334290440019513113e+01
9.400000000000000000e+02,2.431533380865847604e+01
9.500000000000000000e+02,2.874689201602778610e+01
9.600000000000000000e+02,2.927771782951788992e+01
9.700000000000000000e+02,2.553594039892276868e+01
9.800000000000000000e+02,2.508437820579234767e+01
9.900000000000000000e+02,2.835863910261666021e+01
1.000000000000000000e+03,2.802292589020879632e+01
1.010000000000000000e+03,2.661337635401300972e+01
1.020000000000000000e+03,2.802682995184785852e+01
1.030000000000000000e+03,2.451389030746925712e+01
1.040000000000000000e+03,2.845201905113469110e+01
1.050000000000000000e+03,2.551281685904671548e+01
1.060000000000000000e+03,2.643661798403675434e+01
1.070000000000000000e+03,2.843905256194418740e+01
1.080000000000000000e+03,2.667597279438450286e+01
1.090000000000000000e+03,2.481834598251841228e+01
1.100000000000000000e+03,2.426764312168361215e+01
1.110000000000000000e+03,2.404479765580019190e+01
1.120000000000000000e+03,2.693301108961724211e+01
1.130000000000000000e+03,2.252699088391205251e+01
1.140000000000000000e+03,2.613478569722319378e+01
1.150000000000000000e+03,2.616139486857940000e+01
1.160000000000000000e+03,2.289972302500167700e+01
1.170000000000000000e+03,2.132851496941341551e+01
1.180000000000000000e+03,2.631833797477364811e+01
1.190000000000000000e+03,2.472791717734807548e+01
1.200000000000000000e+03,2.550904443097427787e+01
1.210000000000000000e+03,2.278151366959297164e+01
1.220000000000000000e+03,2.230020503103498797e+01
1.230000000000000000e+03,2.684865945740230586e+01
1.240000000000000000e+03,2.514319467980250877e+01
1.250000000000000000e+03,2.702569967345919366e+01
1.260000000000000000e+03,2.501980566741677592e+01
1.270000000000000000e+03,2.658260158470984180e+01
1.280000000000000000e+03,3.070132957310211452e+01
1.290000000000000000e+03,2.663858377365459518e+01
1.300000000000000000e+03,3.062420896548346860e+01
1.310000000000000000e+03,2.632761516359392573e+01
1.320000000000000000e+03,2.704673028011895752e+01
1.330000000000000000e+03,2.999010777891541224e+01
1.340000000000000000e+03,2.534048114161543097e+01
1.350000000000000000e+03,2.534475439819301457e+01
1.360000000000000000e+03,3.136403226727205151e+01
1.370000000000000000e+03,2.833316063099440640e+01
1.380000000000000000e+03,2.521453819658508166e+01
1.390000000000000000e+03,2.975782875488590662e+01
1.400000000000000000e+03,2.793781675373016071e+01
1.410000000000000000e+03,2.358588518823136582e+01
1.420000000000000000e+03,2.921015156139715430e+01
1.430000000000000000e+03,2.467506394054422358e+01
1.440000000000000000e+03,2.421558315789603455e+01
1.450000000000000000e+03,2.563443432251967380e+01
1.460000000000000000e+03,2.994192995756572273e+01
1.470000000000000000e+03,3.943488216838515825e+01
1.480000000000000000e+03,2.595662869336421252e+01
1.490000000000000000e+03,2.259850572528106127e+01
1.500000000000000000e+03,2.762800212339942973e+01
1.510000000000000000e+03,2.516047421178872412e+01
1.520000000000000000e+03,2.356322477917626301e+01
1.530000000000000000e+03,2.908841431156911028e+01
1.540000000000000000e+03,2.365577209430568217e+01
1.550000000000000000e+03,2.586286466410903984e+01
1.560000000000000000e+03,2.719957837087564911e+01
1.570000000000000000e+03,2.664549110775907437e+01
1.580000000000000000e+03,2.496779537925223380e+01
1.590000000000000000e+03,2.256248251834680474e+01
1.600000000000000000e+03,3.461430563221151147e+01
1.610000000000000000e+03,2.739022233933091854e+01
1.620000000000000000e+03,2.484321378757843135e+01
1.630000000000000000e+03,2.493576641369728364e+01
1.640000000000000000e+03,2.635089357452284275e+01
1.650000000000000000e+03,2.611376316919029961e+01
1.660000000000000000e+03,2.457655552298619739e+01
1.670000000000000000e+03,2.561207673592925360e+01
1.680000000000000000e+03,2.259922583618506664e+01
1.690000000000000000e+03,2.654493598132491172e+01
1.700000000000000000e+03,2.554098579854515805e+01
1.710000000000000000e+03,2.603046612369609036e+01
1.720000000000000000e+03,2.511825151544125845e+01
1.730000000000000000e+03,2.216607911273047549e+01
1.740000000000000000e+03,2.355085018576615852e+01
1.750000000000000000e+03,2.096195807730283889e+01
1.760000000000000000e+03,2.655273481405732028e+01
1.770000000000000000e+03,2.457494827993371445e+01
1.780000000000000000e+03,2.665100396503268598e+01
1.790000000000000000e+03,2.555240226687094918e+01
1.800000000000000000e+03,2.792087154549891537e+01
1.810000000000000000e+03,2.837185885077331804e+01
1.820000000000000000e+03,2.720813454655070984e+01
1.830000000000000000e+03,2.575983930045343584e+01
1.840000000000000000e+03,2.484550423428196808e+01
1.850000000000000000e+03,2.842570980520065760e+01
1.860000000000000000e+03,2.513951620600596115e+01
1.870000000000000000e+03,2.294463816525114552e+01
1.880000000000000000e+03,3.159297788402301421e+01
1.890000000000000000e+03,2.400859047885936093e+01
1.900000000000000000e+03,2.632948644091996115e+01
1.910000000000000000e+03,2.368918722712422920e+01
1.920000000000000000e+03,2.804458427988022251e+01
1.930000000000000000e+03,2.542193592266987778e+01
1.940000000000000000e+03,2.675468960166723775e+01
1.950000000000000000e+03,2.699655925221425434e+01
1.960000000000000000e+03,2.621506097259127088e+01
1.970000000000000000e+03,2.581270437644768023e+01
1.980000000000000000e+03,2.418162346377012994e+01
1.990000000000000000e+03,2.324640350167970126e+01
2.000000000000000000e+03,2.509877418992660836e+01
2.010000000000000000e+03,2.675639809800317792e+01
2.020000000000000000e+03,3.255170520065876616e+01
2.030000000000000000e+03,2.769236254194776237e+01
2.040000000000000000e+03,2.310010337792837376e+01
2.050000000000000000e+03,2.898282112636366392e+01
2.060000000000000000e+03,2.536011917158825213e+01
2.070000000000000000e+03,2.478227395742685957e+01
2.080000000000000000e+03,2.862562884503930860e+01
2.090000000000000000e+03,2.319649663242394411e+01
2.100000000000000000e+03,2.486861991009625328e+01
2.110000000000000000e+03,2.481092269488865298e+01
2.120000000000000000e+03,2.678934440703908848e+01
2.130000000000000000e+03,2.377630638057162571e+01
2.140000000000000000e+03,2.393278093724015676e+01
2.150000000000000000e+03,2.742206622590230936e+01
2.160000000000000000e+03,2.554280477681377093e+01
2.170000000000000000e+03,4.941712739254598574e+01
2.180000000000000000e+03,2.457648896600847621e+01
2.190000000000000000e+03,2.388439386921586305e+01
2.200000000000000000e+03,2.507047332444762588e+01
2.210000000000000000e+03,2.768442598067318627e+01
2.220000000000000000e+03,2.872408256468798271e+01
2.230000000000000000e+03,2.854862583273423127e+01
2.240000000000000000e+03,3.178204240140487968e+01
2.250000000000000000e+03,2.786303826294979302e+01
2.260000000000000000e+03,5.033919477402037046e+01
2.270000000000000000e+03,2.894619244747410747e+01
2.280000000000000000e+03,2.518994644445145781e+01
2.290000000000000000e+03,3.298477411297621842e+01
2.300000000000000000e+03,2.869066016809178166e+01
2.310000000000000000e+03,3.046954437790554948e+01
2.320000000000000000e+03,2.793127041179221948e+01
2.330000000000000000e+03,2.585428818181477340e+01
2.340000000000000000e+03,2.277075477887795074e+01
2.350000000000000000e+03,2.671708041351510587e+01
2.360000000000000000e+03,2.419123008982350953e+01
2.370000000000000000e+03,2.163055562256435138e+01
2.380000000000000000e+03,2.386715568492814654e+01
2.390000000000000000e+03,2.394767985328974902e+01
2.400000000000000000e+03,2.627940241908152785e+01
2.410000000000000000e+03,2.633522371207450519e+01
2.420000000000000000e+03,2.187488318414912669e+01
2.430000000000000000e+03,2.103672328074496889e+01
2.440000000000000000e+03,2.488694884692636577e+01
2.450000000000000000e+03,2.179617034110244234e+01
2.460000000000000000e+03,2.272294480062638655e+01
2.470000000000000000e+03,2.480954123583592974e+01
2.480000000000000000e+03,2.620961457747636203e+01
2.490000000000000000e+03,2.059156002793127982e+01
2.500000000000000000e+03,2.403251769861432408e+01
2.510000000000000000e+03,2.416082114919016277e+01
2.520000000000000000e+03,2.254610856187970569e+01
2.530000000000000000e+03,2.360782109679094276e+01
2.540000000000000000e+03,2.708877025982521047e+01
2.550000000000000000e+03,2.312981867966072969e+01
2.560000000000000000e+03,2.332546482472299942e+01
2.570000000000000000e+03,2.172993202619388953e+01
2.580000000000000000e+03,2.353221735859391117e+01
2.590000000000000000e+03,2.242296022708530145e+01
2.600000000000000000e+03,2.326431978137541634e+01
